FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STA,ORG,STP
UO273,香港-昆明,UO274,,BLPF,,R,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:25,HKG,2017/7/11 7:50
VJ5324,芽庄-昆明,VJ5325,,,,D,A320,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:55,CXR,
VN736,芽庄-昆明,VN737,,VNA,,I,A321,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 1:05,CXR,2017/7/12 0:25
ZH9265,西安-昆明,ZH9266,,B8636,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:05,XIY,2017/7/11 8:35
ZH9411,深圳-昆明,ZH9412,,B5365,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:40,SZX,2017/7/11 7:10
ZH9413,深圳-昆明,ZH9414,,B5365,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:30,SZX,2017/7/11 14:05
ZH9415,深圳-昆明,,,B5365,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:35,SZX,2017/7/11 21:00
ZH9451,广州-昆明,,,B5400,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:45,CAN,2017/7/11 20:05
ZH9453,广州-昆明,ZH9454,,B6749,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:55,CAN,2017/7/11 13:20
ZH9455,广州-昆明,ZH9456,,B5771,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:30,CAN,2017/7/11 18:50
ZH9531,无锡-昆明,ZH9532,,B5772,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:15,WUX,2017/7/11 15:10
ZH9533,无锡-昆明,ZH9534,,B6565,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:05,WUX,2017/7/11 11:05
ZH9561,南京-昆明,ZH9562,,B5360,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:10,NKG,2017/7/11 8:20
ZH9714,沈阳-太原-昆明,,,B6781,TYN,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:25,SHE,2017/7/11 20:20
ZH9773,南昌-昆明,ZH9774,,B6313,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:25,KHN,2017/7/11 10:10
ZH9789,泉州-昆明,,,B9939,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:45,JJN,2017/7/11 14:05
ZH9793,泉州-昆明,ZH9794,,B6315,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:40,JJN,2017/7/11 10:00
