FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STA,ETA,TDT,ATA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL
"KY8342","","","南宁-厦门-昆明","NNG","XMN","D","B2667","B737","","","","22:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5646","","MU5646","版纳-昆明","JHG","","D","B2415","A320","","","","22:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU754","","","暹粒-昆明","REP","","I","B5828","B737","","","","22:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9903","","8L9801","版纳-昆明","JHG","","D","B5292","B737","","","","22:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"DR6578","","","沈阳-榆林-昆明","SHE","UYN","D","B5811","B737","","","","22:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KE885","","KE886","首尔-昆明","ICN","","I","","B739","","","","22:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2493","","MU2498","温州-武汉-昆明","WNZ","WUH","D","B7876","B738","","","","22:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5822","","","哈尔滨-东胜-昆明","HRB","DSN","D","B5756","B738","","","","22:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU758","","","加德-昆明","KTM","","I","B5255","B737","","","","22:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8528","","","西安-昆明","XIY","","D","B6953","A320","","","","22:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"EU2226","","EU2224","版纳-昆明","JHG","","D","B6229","A319","","","","22:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2245","","MU2246","西宁-昆明","XNN","","D","B6375","A320","","","","22:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU555","","MU555","杭州-昆明","HGH","","D","B6335","A320","","","","22:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5706","Y","MU773","北京-昆明","PEK","","D","B5926","A33E","","","","22:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8958","","","台北-昆明","TPE","","R","B6732","A320","","","","22:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8276","","","济南-昆明","TNA","","D","B6493","B738","","","","22:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5884","","","湛江-昆明","ZHA","","D","B5282","B737","","","","22:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5914","","","版纳-昆明","JHG","","D","B5231","B737","","","","22:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5733","","","丽江-昆明","LJG","","D","B5243","B737","","","","22:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9980","","","深圳-昆明","SZX","","D","B5971","A333","","","","22:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CA4417","","","成都-昆明","CTU","","D","B8490","A320","","","","22:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CA8937","","","大连-武当山-昆明","DLC","WDS","D","B5553","B737","","","","22:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5810","","","上海-昆明","SHA","","D","B2230","A320","","","","22:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5854","Y","MU777","成都-昆明","CTU","","D","B5930","A33E","","","","22:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8762","","","无锡-昆明","WUX","","D","B6697","A320","","","","22:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"GJ8690","","","长春-徐州-昆明","CGQ","XUZ","D","B8145","A320","","","","22:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"ZH9415","","","深圳-昆明","SZX","","D","B5380","B738","","","","22:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9892","","","大连-武汉-昆明","DLC","WUH","D","B5409","B738","","","","22:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8282","","","上海-昆明","PVG","","D","B6492","B738","","","","22:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"ZH9451","","","广州-昆明","CAN","","D","B5361","B738","","","","22:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9924","","","保山-昆明","BSD","","D","B5823","B737","","","","22:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5986","","","保山-昆明","BSD","","D","B6142","B737","","","","22:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5455","","","宁波-昆明","NGB","","D","B6805","A320","","","","23:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5804","","","上海-昆明","SHA","","D","B5293","B737","","","","23:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3997","","","北京-昆明","PEK","","D","B6098","A333","","","","23:03","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"3U8667","","","成都-昆明","CTU","","D","B8329","A320","","","","23:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8234","","","太原-昆明","TYN","","D","B5672","B738","","","","23:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5782","","","厦门-昆明","XMN","","D","B1907","B738","","","","23:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5930","","","文山-昆明","WNH","","D","B2503","B737","","","","23:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"SC8828","","SC8828","德里-昆明","DEL","","I","B1745","B738","","","","23:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8206","","","哈尔滨-济南-昆明","HRB","TNA","D","B5025","B737","","","","23:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2995","","","无锡-重庆-昆明","WUX","CKG","D","B2220","A320","","","","23:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ8509","","","长春-青岛-昆明","CGQ","TAO","D","B6945","A322","","","","23:13","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CA4459","","","成都-昆明","CTU","","D","B9918","A320","","","","23:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8298","Y","","长春-石家庄-昆明","CGQ","SJW","D","B2679","B737","","","","23:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2264","","","沈阳-西安-昆明","SHE","XIY","D","B5795","B738","","","","23:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5078","","MU5078","曼谷-昆明","BKK","","I","B6617","A320","","","","23:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"KY8210","","","版纳-昆明","JHG","","D","B7871","B737","","","","23:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"ZH9714","","","太原-昆明","TYN","","D","B6563","A320","","","","23:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5726","","","乌鲁-昆明","URC","","D","B5822","B737","","","","23:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"A67114","","","长春-临沂-昆明","CGQ","LYI","D","B8432","A320","","","","23:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2572","","","加德-昆明","KTM","","I","B5259","B737","","","","23:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"SC8885","","SC8885","乌鲁-昆明","URC","","D","B6988","B738","","","","23:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5932","","","迪庆-昆明","DIG","","D","B5807","B737","","","","23:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8202","","","上海-昆明","PVG","","D","B8500","A320","","","","23:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MF8429","","","厦门-昆明","XMN","","D","B5551","B738","","","","23:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5846","","","成都-昆明","CTU","","D","B5819","B737","","","","23:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3419","","","广州-昆明","CAN","","D","B6201","A319","","15","","23:48","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"DR6524","","","丽江-昆明","LJG","","D","B5812","B737","","","","23:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8302","","","惠州-昆明","HUZ","","D","B6491","B738","","","","23:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9876","","","厦门-昆明","XMN","","D","B2677","B738","","","","23:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"DR6534","","","武汉-昆明","WUH","","D","B7865","B738","","","","23:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8266","","","杭州-昆明","HGH","","D","B2669","B737","","","","0:05","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"CZ3542","","","杭州-武汉-昆明","HGH","WUH","D","B5020","B738","","","","0:08","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"3U8554","","","乌鲁-重庆-昆明","URC","CKG","D","B6778","A320","","","","0:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"KY8270","","","丽江-版纳-昆明","LJG","JHG","D","B2678","B737","","","","0:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"KY8334","","","大连-西安-昆明","DLC","XIY","D","B7873","B738","","","","0:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5824","","","郑州-昆明","CGO","","D","B7592","B738","","","","0:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"SC8844","","","大阪-济南-昆明","KIX","TNA","M","B7805","B738","","","","0:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"QW9855","","","青岛-屯溪-昆明","TAO","TXN","D","B1648","A320","","","","0:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5746","","","三亚-昆明","SYX","","D","B8496","A320","","","","0:15","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"MU5972","","","芒市-昆明","LUM","","D","B5295","B737","","","","0:15","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"8L9898","","","温州-昆明","WNZ","","D","B5359","B738","","","","0:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"DR6516","","","天津-襄阳-昆明","TSN","XFN","D","B5829","B737","","","","0:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"DR6538","","","兰州-昆明","ZGC","","D","B1597","B738","","","","0:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5708","","","北京-昆明","PEK","","D","B6145","B738","","","","0:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"MU5750","","","盐城-长沙-昆明","YNZ","HHA","D","B6147","B738","","","","0:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"KY8240","","","青岛-昆明","TAO","","D","B7089","B738","","","","0:25","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5848","","","成都-昆明","CTU","","D","B1703","B738","","","","0:25","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"MU748","","","大阪-上海-昆明","KIX","PVG","M","B1702","B738","","","","0:25","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"DR6522","","","成都-昆明","CTU","","D","B1595","B738","","","","0:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"GJ8661","","","杭州-贵阳-昆明","HGH","KWE","D","B8433","A320","","","","0:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU2785","","","南京-昆明","NKG","","D","B6892","A320","","","","0:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"DR6592","","","西安-昆明","XIY","","D","B1960","B738","","","","0:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"HO1093","","","上海-昆明","SHA","","D","B1681","A320","","","","0:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5902","","","版纳-昆明","JHG","","D","B5245","B737","","","","0:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"MU5916","","","版纳-昆明","JHG","","D","B5271","B737","","","","0:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"8L9884","","","南京-昆明","NKG","","D","B8446","A320","","","","0:40","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"KY8250","","","丽江-版纳-昆明","LJG","JHG","D","B7872","B737","","","","0:40","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5772","","","广州-昆明","CAN","","D","B1789","B738","","","","0:40","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"KY8232","","","丽江-昆明","LJG","","D","B7870","B737","","","","0:45","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"8L9890","","","上海-昆明","PVG","","D","B1586","B738","","","","0:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"KY8248","","","芒市-昆明","LUM","","D","B1459","B737","","","","0:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5913","","","版纳-昆明","JHG","","D","B5265","B737","","","","0:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"MU5766","","","大连-郑州-昆明","DLC","CGO","D","B7599","B738","","","","0:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"MU5922","","","丽江-昆明","LJG","","D","B6141","B737","","","","0:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"HU7311","","","北京-昆明","PEK","","D","B5710","B738","","","","0:55","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5912","","","版纳-昆明","JHG","","D","B5816","B737","","","","0:55","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"8L9976","","","广州-昆明","CAN","","D","B6015","B738","","","","0:55","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5704","","","北京-济宁-昆明","PEK","JNG","D","B5683","B738","","","","0:55","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"DR6560","","","大连-太原-昆明","DLC","TYN","D","B1593","B738","","","","1:00","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"SC4859","","","青岛-昆明","TAO","","D","B7975","B738","","","","1:00","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"SC4925","","","济南-昆明","TNA","","D","B7809","B738","","","","1:00","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"UW9944","","UW9941","德里-昆明","DEL","","I","B2325","A306","","","","1:05","","","","33-计划","2017/6/29","REG","REG","","CGO","","","00","YAG"
"8L9974","","","郑州-昆明","CGO","","D","B7989","B738","","","","1:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"8L9984","","","西安-昆明","XIY","","D","B6198","A319","","","","1:10","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"CA4174","","","北京-昆明","PEK","","D","B1852","A320","","","","1:15","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"3U8824","","","南昌-昆明","KHN","","D","B6325","A320","","","","1:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"8L9992","","","乌鲁-兰州-昆明","URC","ZGC","D","B1798","B738","","","","1:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5814","","","上海-昆明","SHA","","D","B7600","B738","","","","1:20","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"3U8108","","","青岛-常州-昆明","TAO","CZX","D","B1661","A320","","","","1:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"3U8968","","","大连-重庆-昆明","DLC","CKG","D","B6449","A319","","","","1:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"8L9946","","","成都-昆明","CTU","","D","B6212","A319","","","","1:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"MU5720","","","北京-昆明","PEK","","D","B7589","B738","","","","1:30","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","CES"
"8L9986","","","呼和-太原-昆明","HET","TYN","D","B1825","A320","","","","1:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"A67108","","","郑州-昆明","CGO","","D","B8285","A321","","","","1:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"DR6512","","","版纳-昆明","JHG","","D","B5830","B737","","","","1:35","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"8L9870","","","青岛-武汉-昆明","TAO","WUH","D","B7990","B738","","","","1:40","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"DR6562","","","沈阳-青岛-昆明","SHE","TAO","D","B7866","B738","","","","1:40","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"8L9907","","","版纳-昆明","JHG","","D","B5249","B737","","","","1:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
"UL828","","UL829","科伦坡-昆明","CMB","","I","","A332","","","","1:50","","","","33-计划","2017/6/29","REG","REG","","PAX","","","00","YAG"
