FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STP,STA,ETA,TDT,ATA,RCP,FSA,SDT,POP,OPE,NAT,FLX,MFF,SST
A67114,,,长春-临沂-昆明,CGQ,LYI,D,B8432,A320,,,,20:15,23:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5898,,,普洱-昆明,SYM,,D,B5816,B737,,,,20:20,21:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5884,,,湛江-昆明,ZHA,,D,B5243,B737,,,,20:20,22:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
ZH9714,,,沈阳-太原-昆明,SHE,TYN,D,B6615,A320,,,,20:20,23:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2572,,,加德-昆明,KTM,,I,B6142,B737,,,,20:20,23:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU9714,,,武汉-宜宾-昆明,WUH,YBP,D,B2502,B737,,,,20:25,21:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
DR6506,,DR6511,芒市-昆明,LUM,,D,B5830,B737,,,,20:25,21:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
CA8937,,,大连-武当山-昆明,DLC,WDS,D,B5639,B738,,,,20:25,22:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
3U8202,,,上海-昆明,PVG,,D,B6778,A320,,,,20:25,23:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9892,,,大连-武汉-昆明,DLC,WUH,D,B7988,B738,,,,20:30,22:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5708,,MU2595,北京-昆明,PEK,,D,B5701,B738,,,,20:40,0:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
CA4417,,,成都-昆明,CTU,,D,B9925,A320,,,,20:45,22:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5646,,MU5646,版纳-昆明,JHG,,D,B6797,A322,,,,20:50,22:00,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5854,,,成都-昆明,CTU,,D,B7592,B738,,,,20:50,22:30,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5078,,MU5078,曼谷-昆明,BKK,,I,B6802,A320,,,,20:50,23:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
SC8844,,,大阪-济南-昆明,KIX,TNA,M,B7808,B738,,,,20:50,0:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
KY8240,,,青岛-昆明,TAO,,D,B5702,B738,,,,20:50,0:25,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
KY8266,,,杭州-昆明,HGH,,D,B2669,B737,,,,20:55,0:05,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9903,,8L9945,版纳-昆明,JHG,,D,B5805,B737,,,,21:00,22:05,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2264,,,沈阳-西安-昆明,SHE,XIY,D,B5683,B738,,,,21:00,23:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
HO1651,,,哈尔滨-南京-昆明,HRB,NKG,D,B6861,A320,,,,21:00,23:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9913,,8L9906,版纳-昆明,JHG,,D,B5249,B737,,,,21:05,22:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU748,,,大阪-上海-昆明,KIX,PVG,M,B1788,B738,,,,21:05,0:25,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
HO1093,,,上海-昆明,SHA,,D,B8408,A320,,,,21:05,0:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9898,,,温州-昆明,WNZ,,D,B1798,B738,,,,21:10,0:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
EU2226,,EU2224,版纳-昆明,JHG,,D,B6940,A320,,,,21:15,22:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9876,,,厦门-昆明,XMN,,D,B5248,B737,,,,21:15,23:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5914,,,版纳-昆明,JHG,,D,B5263,B737,,,,21:20,22:20,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
QW9855,,,青岛-屯溪-昆明,TAO,TXN,D,B8430,A320,,,,21:20,0:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
SC4859,,,青岛-昆明,TAO,,D,B7809,B738,,,,21:20,1:00,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
UL828,,UL829,科伦坡-昆明,CMB,,I,,A332,,,,21:20,1:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
CZ3419,,,广州-昆明,CAN,,D,B6283,A320,,,,21:25,23:48,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5824,,,郑州-昆明,CGO,,D,B7589,B738,,,,21:25,0:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
HU7311,,,北京-昆明,PEK,,D,,A332,,,,21:25,0:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5733,,,丽江-昆明,LJG,,D,B5255,B737,,,,21:30,22:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2995,,,无锡-重庆-昆明,WUX,CKG,D,B6639,A320,,,,21:30,23:10,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8302,,,惠州-昆明,HUZ,,D,B5026,B737,,,,21:30,23:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU2785,,,南京-昆明,NKG,,D,B8496,A320,,,,21:30,0:30,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9890,,,上海-昆明,PVG,,D,B1587,B738,,,,21:35,0:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
CA4459,,,成都-昆明,CTU,,D,B6847,A320,,,,21:40,23:15,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
CA4174,,,北京-昆明,PEK,,D,B6828,A320,,,,21:40,1:15,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9924,,,保山-昆明,BSD,,D,B1565,B737,,,,21:45,22:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
8L9972,,,海口-昆明,HAK,,D,B6221,A319,,,,21:45,23:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
DR6534,,,武汉-昆明,WUH,,D,B7866,B738,,,,21:45,23:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8334,,,大连-西安-昆明,DLC,XIY,D,B7089,B738,,,,21:45,0:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
SC1162,,,沈阳-济南-昆明,SHE,TNA,D,B7978,B738,,,,21:45,1:00,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5930,,,文山-昆明,WNH,,D,B5097,B737,,,,21:50,22:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5986,,MU5921,保山-昆明,BSD,,D,B5807,B737,,,,21:50,22:55,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
8L9884,,,南京-昆明,NKG,,D,B5449,B738,,,,21:50,0:40,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
CZ3542,,,杭州-武汉-昆明,HGH,WUH,D,B2695,B738,,,,21:55,0:08,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5704,,,北京-济宁-昆明,PEK,JNG,D,B5515,B738,,,,21:55,0:55,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5720,,,北京-昆明,PEK,,D,B7591,B738,,,,21:55,1:30,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5814,,,上海-昆明,SHA,,D,B6148,B738,,,,22:00,1:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
3U8667,,,成都-昆明,CTU,,D,B6348,A320,,,,22:05,23:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,1
DR6538,,,兰州-昆明,ZGC,,D,B5829,B737,,,,22:05,0:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5766,,,大连-郑州-昆明,DLC,CGO,D,B6146,B738,,,,22:05,0:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
DR6562,,,沈阳-青岛-昆明,SHE,TAO,D,B7867,B738,,,,22:05,1:40,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5846,,,成都-昆明,CTU,,D,B5242,B737,,,,22:10,23:45,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
MU5746,,,三亚-昆明,SYX,,D,B6637,A320,,,,22:10,0:15,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5750,,,盐城-长沙-昆明,YNZ,HHA,D,B1703,B738,,,,22:10,0:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5772,,,广州-昆明,CAN,,D,B7600,B738,,,,22:10,0:40,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
DR6560,,,大连-太原-昆明,DLC,TYN,D,B1595,B738,,,,22:10,1:00,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
DR6592,,,西安-昆明,XIY,,D,B1960,B738,,,,22:15,0:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
UW9944,,,德里-昆明,DEL,,I,B2325,A306,,,,22:15,2:05,,,,,33-计划,2017/6/20,REG,REG,SPE,,,0
UW9948,,,马德拉斯-昆明,MAA,,I,B2330,A306,,,,22:15,2:05,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
KY8210,,,版纳-昆明,JHG,,D,B7871,B737,,,,22:20,23:25,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
DR6516,,,天津-襄阳-昆明,TSN,XFN,D,B7088,B737,,,,22:30,0:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9976,,,广州-昆明,CAN,,D,B1825,A320,,,,22:30,0:55,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9974,,,郑州-昆明,CGO,,D,B7991,B738,,,,22:30,1:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5932,,,迪庆-昆明,DIG,,D,B5828,B737,,,,22:35,23:40,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
3U8554,,,乌鲁-重庆-昆明,URC,CKG,D,B8657,A320,,,,22:35,0:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5848,,,成都-昆明,CTU,,D,B7590,B738,,,,22:45,0:25,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9986,,,呼和-太原-昆明,HET,TYN,D,B8445,A320,,,,22:45,1:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
A67108,,,郑州-昆明,CGO,,D,B8318,A321,,,,22:45,1:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
DR6522,,,成都-昆明,CTU,,D,B1593,B738,,,,22:50,0:30,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
DR6524,,,丽江-昆明,LJG,,D,B5811,B737,,,,22:55,23:50,,,,,33-计划,2017/6/19,REG,REG,PAX,,,0
KY8270,,,丽江-版纳-昆明,LJG,JHG,D,B2679,B737,,,,22:55,0:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9984,,,西安-昆明,XIY,,D,B2677,B738,,,,22:55,1:10,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9992,,,乌鲁-兰州-昆明,URC,ZGC,D,B7992,B738,,,,23:10,1:20,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5972,,,芒市-昆明,LUM,,D,B5267,B737,,,,23:15,0:15,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
3U8824,,,南昌-昆明,KHN,,D,B6956,A320,,,,23:15,1:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
GJ8661,,,杭州-贵阳-昆明,HGH,KWE,D,B8243,A320,,,,23:20,0:30,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9870,,,青岛-武汉-昆明,TAO,WUH,D,B6015,B738,,,,23:25,1:40,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5902,,,版纳-昆明,JHG,,D,B5815,B737,,,,23:30,0:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5916,,,版纳-昆明,JHG,,D,B5270,B737,,,,23:30,0:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
KY8250,,,丽江-版纳-昆明,LJG,JHG,D,B7872,B737,,,,23:35,0:40,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
KY8232,,,丽江-昆明,LJG,,D,B7870,B737,,,,23:45,0:45,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
KY8248,,,芒市-昆明,LUM,,D,B2678,B737,,,,23:45,0:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5913,,,版纳-昆明,JHG,,D,B5295,B737,,,,23:45,0:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5922,,,丽江-昆明,LJG,,D,B5225,B737,,,,23:50,0:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9946,,,成都-昆明,CTU,,D,B5823,B737,,,,23:50,1:30,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
MU5912,,,版纳-昆明,JHG,,D,B5822,B737,,,,23:55,0:55,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
3U8968,,,大连-重庆-昆明,DLC,CKG,D,B6445,A319,,,,23:55,1:30,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
DR6512,,,版纳-昆明,JHG,,D,B5830,B737,,,,0:30,1:35,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
8L9907,,,版纳-昆明,JHG,,D,B5292,B737,,,,0:50,1:50,,,,,33-计划,2017/6/20,REG,REG,PAX,,,0
